id,gene_short_name,n_cells,highly_variable,means,dispersions,dispersions_norm,spearmanr_recon
ENSG00000001084.10,GCLC,152682,True,0.9709864691900819,2.631175670670631,1.7814975,0.6842601153183272
ENSG00000108602.17,ALDH3A1,165976,True,1.5694054895702623,3.337977785804657,3.1254337,0.6825203715765226
ENSG00000157350.12,ST3GAL2,149432,True,1.0609962821584462,2.7213485807978466,2.2472832,0.6821857986979295
ENSG00000178568.14,ERBB4,155088,True,1.3610586116796395,3.4327180201061944,5.075416,0.6815457255036221
ENSG00000184384.13,MAML2,162721,True,1.2768084734925218,2.977768191587582,2.9509237,0.6764355963258243
ENSG00000151136.14,BTBD11,151690,True,1.1465784127097296,2.725718275629825,1.773919,0.6752459688299771
ENSG00000111885.6,MAN1A1,145492,True,1.0930814135663265,2.884114030788942,2.5135844,0.6749556125319017
ENSG00000173482.16,PTPRM,150986,True,1.2430262082005823,2.764535078248889,1.955183,0.6742688307864841
ENSG00000183032.11,SLC25A21,151725,True,1.0362749267270561,2.7732417562540848,2.515336,0.6737775850655165
ENSG00000114480.12,GBE1,150469,True,0.9486597296817278,2.658736585553981,1.9238626,0.672513017411836
ENSG00000196139.13,AKR1C3,157758,True,1.2552046731521806,2.8286810069951147,2.2547271,0.6691675870446617
ENSG00000176153.11,GPX2,147665,True,1.2356279444453664,2.8985483190260757,2.5809884,0.6686754426870423
ENSG00000145808.9,ADAMTS19,141055,True,0.8969088048476446,2.6359076227217977,1.8059403,0.6684126141790839
ENSG00000023909.9,GCLM,146698,True,1.0140781123689275,2.6067833310527426,1.6554995,0.6678128190066971
ENSG00000230490.2,AL139383.1,145349,True,0.8802042374887042,2.594309197672149,1.5910647,0.6639262024357077
ENSG00000187134.13,AKR1C1,159670,True,1.268021291282114,2.8053413952299553,2.1457374,0.6626480501134913
ENSG00000251003.7,ZFPM2-AS1,136211,True,1.0192300580779057,2.6362503532365564,1.8077106,0.6611624274428368
ENSG00000171310.10,CHST11,154063,True,1.0509621293358096,2.622537243511099,1.7368759,0.6593447941276289
ENSG00000168702.17,LRP1B,140068,True,1.2605241588906322,3.371815008798595,4.7910156,0.6576264954280341
ENSG00000112972.14,HMGCS1,131167,True,0.8198660878841464,2.683766642323561,2.0531547,0.65446983531636
ENSG00000146416.17,AIG1,152061,True,0.9908505111218939,2.662001206126536,1.9407259,0.6530817747027019
ENSG00000005108.15,THSD7A,136273,True,1.2098999804029762,2.895883107872376,2.5685427,0.6496597818174733
ENSG00000105329.9,TGFB1,128809,True,0.8496541492665663,2.672363178722338,1.9942504,0.6468360965054253
ENSG00000125772.12,GPCPD1,152436,True,1.0737578963905139,2.7468960448151214,1.8728135,0.6463818850049897
ENSG00000176105.13,YES1,140319,True,0.885613966384714,2.6383608429798526,1.8186123,0.6427124900052404
